,type,score,title,seasons,image,link,generos,pais,tags,fecha,duracion,sinopsis,audio,subtítulos
375,SERIE,7.8,Quiero ser seiyû,Serie completa,https://static.filmin.es/images/media/24142/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/quiero-ser-seiyu,Drama,Japón,"Anime, Metacine, Veinteañeros, Basado en una Novela",2016.0, Serie completa ,"Basada en la popular novela ligera Girlish Number, obra del escritor Wataru Watari y el artista QP:flapper, ""Quiero ser seiyu"" es la historia de Chitose Karasuma, una estudiante de universidad que aspira a ser actriz de doblaje. Y en el camino hasta su objetivo conocerá a otras chicas que tienen el mismo sueño.",Japonés,Español
376,SERIE,8.4,Charles Chaplin: Sus comedias para Mutual,Serie completa,https://static.filmin.es/images/media/13079/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/charles-chaplin-sus-comedias-para-mutual,"DramaClásicos, Comedia",Estados Unidos,"Movember, Cine Mudo, Clásicos, Chaplin, Slapstick",1916.0, Serie completa ,"Después de su triunfal paso por la Keystone de Mack Sennett y por la Essanay Film Manufacturing Company, en 1916 Charles Chaplin se convirtió en el actor cómico mejor pagado del mundo al firmar un contrato con Mutual Film Company. Además de un sustancioso beneficio económico, pudo humanizar mucho más a su personaje, conocido como Charlot, al que le prestó parte de sus propias y difíciles vivencias en Londres.
Los 12 títulos que rodó para Mutual entre 1916 y 1917 han sido restaurados a 2 K, a partir de nuevos materiales inéditos u olvidados localizados en filmotecas y colecciones privadas de todo el mundo –bajo el auspicio de la Asociación Chaplin–, y se les ha incorporado una nueva banda sonora. Gracias a la labor de Lobster Films, la Cineteca di Bologna y Blackhawk y con el apoyo de Michel Hazanavicius, Amitabh Bachchan, Alexander Payne, la Film Foundation de Martin Scorsese y la Georges Lucas Family Foundation, entre otros, un siglo después de su estreno estas indiscutidas obras maestras vuelven a brillar en todo su esplendor.",Inglés,
377,SERIE,8.9,Planeta Humano,Serie completa,https://static.filmin.es/images/media/3115/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/planeta-humano,Documental,Reino Unido,"Serie Documental, Documental sobre Naturaleza, Juvenil KIDS, Filmin KIDS, Naturaleza, Desnivel, Naturaleza KIDS",2011.0, Serie completa ,"Siguiendo los pasos de los grandes documentales de historia natural, Planeta Humano, es una celebración épica e íntima sobre la desafiante relación entre los seres humanos y la naturaleza. Somos los últimos animales, la especie más exitosa. Los únicos capaces de adaptarse a todas las condiciones ambientales: desde el gélido Ártico, hasta las húmedas selvas, de la isla más pequeña y remota a los desiertos más áridos, hemos encontrado la manera de sobrevivir en todas las situaciones. Ocho impactantes episodios. Ocho sorprendentes historias que nunca antes habían sido rodadas. Ocho entornos únicos para la supervivencia: océanos, desiertos, árticos, selvas, montañas, praderas, ríos y nuestro hábitat natural, las ciudades.

Valores de Yeeep! Kid's Media:
Promueve una actitud abierta a la diversidad cultural global.","Español
Inglés",
378,SERIE,5.3,Videovalores,Serie completa,https://static.filmin.es/images/media/15578/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/videovalores,"DocumentalDrama, Comedia",España,"Varios Directores, Comedia dramática, Cine de Denuncia, Animación Española, Cine Social, Directoras, Series Españolas",2015.0, Serie completa ,"Videovalores tiene el objetivo de estimular la creación de cortometrajes que exploren los posibles escenarios de un mundo mejor mediante el conocimiento y la práctica de los valores universales –como tolerancia, respeto y libertad. Es un proyecto social y cinematográfico de la cineasta mexicana Carolina Rivas y el cineasta británico Daoud Sarhandi –en colaboración con Obra Social “la Caixa” y con la participación de la Filmoteca de Catalunya entre otras entidades.Los cortometrajes están dirigidos por jóvenes desempleados o en situación de paro de toda el área metropolitana de Barcelona. Son 23 jóvenes entre 18 y 35 años (seleccionados de un total de 75 aspirantes) en su mayoría sin experiencia audiovisual. Los jóvenes recibieron formación audiovisual y ética para culminar su aprendizaje con la realización de un Videovalor sin diálogo cuya duración oscila entre uno y tres minutos.
Nuevos episodios: 
HAIKU PARA MI MADRE Una experiencia existencial trae recuerdos de un objeto hecho con cariño muchos años antes.
CONFINAMIENTO Después de cinco semanas del confinamiento del coronavirus, una niña viaja afuera.  
LOS OPUESTOS SE ATRAEN Una exploración de la sincronía de elementos y formas en la vida cotidiana. 
 INTIMIDAD DEL DISTANCIAMIENTO SOCIAL Declaración de la directora La ternura, la soledad, el deseo, la libertad, la duda… 
Todas esas palabras y otras son los conceptos alrededor de los cuales orbitan las imágenes de este cortometraje. Intimidad del Distanciamiento Social apuesta por la honestidad, otorgándole el más alto reconocimiento a la realidad por la realidad misma. Aboga por lo “humanamente humano”, alejándose de la perspectiva consumista por la cual siento que estamos constantemente estimulados. Realzando la belleza de lo cotidiano y centrando la mirada en el valor de las personas y de sus acciones. Grabar y seleccionar estas imágenes y darles forma ha sido una oportunidad para acercarme a todas esas personas desconocidas con las que coincido en mi día a día. Personas que tal vez no vuelva a ver nunca más pero con las que me gusta saber que comparto una intimidad urbana y social que nos acerca sin saberlo. -----",Español,
379,SERIE,8.1,Arroz Pasado,Serie completa,https://static.filmin.es/images/media/542/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/arroz-pasado,Animación,España,"Serie de animación, Serie de animación, Comedia en Serie, Disponible en català, Animación Europea, Series y películas de TV3, Animación Española, Treintañeros, Animación para Adultos, Series Españolas",2010.0, Serie completa ,"La serie ganadora del Premio Ondas, creada por el prestigioso dibujante Juanjo Sáez y el ganador del Goya Kike Maíllo (""Eva""). ""Arroz Pasado"" es una serie sobre el conflicto de hacerse mayor y tener la sensación de que las oportunidades te pasan por delante. Sexo, trabajo, tentaciones, amigos, fiestas, la urbana, alemanas de Erasmus, suegros con mala leche, Barcelona, chicas con tetas grandes, niños repelentes con cara de cerdo, el DJ de mierda, y arroz, mucho arroz. El mundo de Xavi Masdéu protagonista de ""Arroz Pasado"" visto a través de la mirada de Juanjo Sáez.","Español
Catalán",
380,SERIE,7.6,El Mágico Cuentacuentos,Serie completa,https://static.filmin.es/images/media/12413/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/el-magico-cuentacuentos,Animación,España,"Directoras, Infantil KIDS, Cuentos, Filmin KIDS, Cuentos KIDS, Series Infantiles",2014.0, Serie completa ,"Los maravillosos cuentos clásicos que todos hemos oído contar a nuestros padres, interpretados por actores ""cuentacuentos"" profesionales, con un lenguaje fácil y didáctico sobre hermosos fondos animados. Todos los cuentos llevan incorporados en pantalla las palabras clave de cada cuento reforzados con la ilustración del concepto que describen para apoyar el aprendizaje del vocabulario básico para los más pequeños. El humor y la acción en la narración harán que el niño escuche y se familiarice con estas historias a la vez que va tomando contacto con la fonética y la gramática españolas sin apenas darse cuenta, convirtiendo el aprendizaje en un juego divertido. El Mágico Mundo del Cuentacuentos es una producción divertida y a la vez didáctica.",Español,
381,SERIE,5.1,Little English,Serie completa,https://static.filmin.es/images/media/12377/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/little-english,Infantil,España,"Infantil KIDS, Película con Música, Filmin KIDS, Educa y KIDS, Risas KIDS, Directoras, Series Infantiles",2014.0, Serie completa ,"Las canciones, cuentos y juegos que todos hemos escuchado de niños, interpretadas por actores y cantantes ingleses profesionales, narrados de forma entretenida y sencilla, con divertidos fondos animados infantiles que harán disfrutar a los más pequeños. Todas las Canciones, cuentos y explicaciones, incluyen palabras básicas de vocabulario inglés. El humor y la acción de las historias, harán que el niño se familiarice con las palabras, en su primer contacto con el inglés, y comenzará a aprender el idioma, casi sin darse cuenta.",Original,
382,SERIE,7.6,Pocoyó,Serie completa,https://static.filmin.es/images/media/14246/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/pocoyo,"InfantilAnimación, Infantil",España,"1 Annecy International Animated Film Festival, Otros 1 premios o nominaciones, Filmin KIDS, Serie de animación, Serie de animación, Película con Música, Grupo de amigos, Educa y KIDS, Preescolar KIDS, Animación Española, Animación Europea, Animación Infantil Europea, Series Infantiles",2005.0, Serie completa ,"Serie educativa que obtuvo gran éxito en países como Japón, Reino Unido o Australia, además de obtener premios internacionales como el BAFTA o el Annency.

Pocoyó es un niño muy curioso, quien vivirá con sus amigos innumerables aventuras en un mundo que está empezando a descubrir. ""Pocoyó"" es una serie de animación 3D producida en España, cuya animación, orientada al público de edad preescolar, se caracteriza por sus fines educativos y pedagógicos. Esta serie estimula los sentidos de los más pequeños en donde predominan los colores fuertes, la música y los movimientos.",Español,
383,SERIE,5.0,Reyes de España,Serie completa,https://static.filmin.es/images/media/12599/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/reyes-de-espana,Documental,España,"Serie Documental, Monarquía Española, Monarquía, Historia de España, Cine Bélico, Series de época, Series Españolas",2012.0, Serie completa ,"La extensa historia de España está sembrada de luces y sombras; de grandes proezas, pero también de enormes fracasos...  En la Serie Documental REYES DE ESPAÑA realizaremos un recorrido por esa historia a través
de las figuras de los que fueron los Monarcas de una de las naciones más poderosas de la tierra: España.REYES DE ESPAÑA es la primera obra documental que aborda la historia de los 17 Reyes que rigieron el destino de España durante seis siglos, desde su unificación por Los Reyes Católicos en el año 1492 hasta la Segunda República en 1931.  Esta serie cuenta con los testimonios de Catedráticos de Historia y Expertos Hispanistas que nos darán una perspectiva completa de la época de cada uno de los Reyes de España.  …Un apasionante recorrido por más de seis siglos de la Historia de España que nos ayudarán a comprender nuestra actualidad…",Español,
384,SERIE,8.1,Holocausto,Serie completa,https://static.filmin.es/images/media/851/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/holocausto,"DocumentalDrama, Clásicos",Estados Unidos,"2 Globos de Oro, Clásicos, Campos de Concentración, Holocausto, Memoria Histórica, Nazismo, II Guerra Mundial, Mini Series, Series de época",1978.0, Serie completa ,"Una de las series de televisión más importantes de todos los tiempos. Un auténtico fenómeno cultural que consagró a sus dos protagonistas, Meryl Streep y James Woods, además de conseguir 2 Globos de Oro (Mejor Actor y Mejor Actriz) y 8 Premios Emmy.Entre 1935 y 1945, el mundo fue testigo de uno de los más monstruosos crímenes de la historia: el asesinato de seis millones de judíos en los campos de exterminio nazis. Esta atrocidad se muestra en esta película a través de los ojos de la familia Weiss.El doctor Josef Weiss, de nacionalidad polaca, su mujer y sus tres niños, son condenados a muerte por el simple hecho de ser judíos. Mientras tanto, Eric Dorf, un hombre pobre pero ambicioso, logra ascender rápidamente dentro de las SS hasta convertirse en colaborador de los máximos responsables de los crímenes del Tercer Reich: Himmler, Eichmann y los artífices del exterminio judío.","Español
Inglés",
385,SERIE,6.6,Flamenco solo,Serie completa,https://static.filmin.es/images/media/16141/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/flamenco-solo,Conciertos y Óperas,España,"Flamenco, Guitarra, Zarzuela, Serie Documental, Series Españolas",2011.0, Serie completa ,"Una panorámica del flamenco actual, con algunas de las leyendas, los maestros y los nuevos flamencos. Un recorrido de la mano de los grandes cantantes y los mejores guitarristas: solo flamenco, pero a veces vestido de flamenco jazz, de flamenco sinfónico o de flamenco de ida y vuelta.",Español,
386,SERIE,5.4,Papas: Guardianes de las Llaves de Dios,1 Temporada,https://static.filmin.es/images/media/12703/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/papas-guardianes-de-las-llaves-de-dios,Conciertos y Óperas,España,"Documental sobre Religión, Serie Documental, Lección de Historia, Religión, Guerra, Edad Media, Series de época, Series Españolas",2014.0, 1 Temporada ,"Un viaje a través del tiempo para descubrir el nacimiento de la Iglesia Católica. Fueron, sin duda, unos comienzos difíciles… Desde su fundación por el propio San Pedro y a las constantes persecuciones por parte de los emperadores romanos, se sumarían, en sus primeros años, las incesantes luchas internas por el poder. Estas luchas desembocarían incluso en un Cisma que dividiría a la Iglesia en dos. Pero fue también, durante sus diez primeros siglos de historia, cuando surgirían personajes que confirmarían la enorme influencia global de la nueva religión. Constantino el Grande (emperador romano que legalizaría al Cristianismo y convocaría el concilio de Nicea), San Gregorio I (considerado el primer gran Papa), Carlomagno (gran defensor de la iglesia y de la figura papal) o el propio Gregorio VII, que transformaría 500 años de historia de la iglesia y elevaría la figura del Papa hasta equipararla a la de los emperadores de la época. El poder de la Iglesia se haría patente en la convocatoria, por parte de los Papas, de las sucesivas Cruzadas para liberar Tierra Santa del dominio musulmán.... Recorreremos 1.000 años de historia apasionantes, que serán también los cimientos de toda la civilización de Occidente.",Español,
387,SERIE,4.3,Borbón: La maldición de un apellido,Serie completa,https://static.filmin.es/images/media/12692/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/borbon-la-maldicion-de-un-apellido,Documental,España,"Serie Documental, Monarquía Española, Franquismo, Historia de España, Transición Española, Series de época, Series Españolas",2014.0, Serie completa ,"Cualquier aproximación a la historia de un país pasa por un estudio detallado de los distintos gobernantes que ha tenido. En la historia que a continuación les exponemos, vamos a tratar de analizar a los diferentes monarcas que ha tenido España desde el año 1700, en el que, por diversas causas, una nueva dinastía real, Los Borbones, accedió al trono de la nación más poderosa del mundo en aquel momento. Pero lo haremos, no desde la más pura ortodoxia histórica, si no desde el punto de vista más personal e íntimo, descubriendo la faceta oculta de los monarcas, esa que no sale en los libros de historia. Así seremos testigos de episodios de depresión profunda, de enajenación mental, de sensualidad extrema o de maldiciones asociadas a nombres o a números determinados. Episodios que han llenado de sinsabores el discurrir de la dinastía borbónica por la historia española de los últimos trescientos años. Como toda historia, está llena de luces, pero también de muchas sombras. Dichas sombras, en muchos casos, tuvieron repercusión en la forma de gobernar y de regir una nación, influyendo poderosamente en las decisiones que se tomaban para con un pueblo que ignoraba, en la mayoría de los casos, que sus gobernantes eran personas normales, muy lejanas de la imagen de divinidad que normalmente ha acompañado a los Reyes.",Español,
388,SERIE,6.2,Clásicos de Madrugá,Serie completa,https://static.filmin.es/images/media/16184/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/clasicos-de-madruga,Documental,España,"Serie Documental, Flamenco, Jazz, Música worldmusic, Wolfgang Amadeus Mozart, Johannes Brahms, Series Españolas",2012.0, Serie completa ,"Conciertos musicales con grandes músicos cubanos, flamencos, tenores y sopranos interpretando el repertorio clásico desde estilos musicales que van del jazz, al swing, pasando por la música de cámara o la música afrocubana.",Español,
389,SERIE,8.8,Grandes espectáculos de la naturaleza,Serie completa,https://static.filmin.es/images/media/3124/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/grandes-espectaculos-de-la-naturaleza,Conciertos y Óperas,Reino Unido,"Serie Documental, Medio Ambiente, Naturaleza, Naturaleza KIDS, Juvenil KIDS, Filmin KIDS",2009.0, Serie completa ,"Gracias a la emoción, la intimidad y la fuerza de la narración, esta serie traza los efectos de los fenómenos climáticos del planeta que transforman paisajes enteros, atrayendo a miles de animales y condicionando su destino. Cada episodio se desarrolla en una parte diferente del mundo y muestra la inmensidad de las fuerzas de la Naturaleza, que a veces se inician a miles de kilómetros y que provocan una reacción en cadena que culmina con un acontecimiento espectacular de la vida salvaje. Las cámaras van siguiendo todas las etapas de la odisea, mostrándonos cómo estos lugares únicos constituyen el epicentro del extraordinario espectáculo de la vida salvaje. Para algunos animales, estos acontecimientos representan una oportunidad de supervivencia mientras que para otros son el momento más peligroso de sus vidas. Sigue el hilo de sus apasionantes y conmovedoras historias hasta alcanzar el clímax que desvelará su verdadero destino.","Español
Inglés",
390,SERIE,7.4,Seaway,Serie completa,https://static.filmin.es/images/media/2999/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/seaway,Documental,España,"Documental sobre Naturaleza, Serie Documental, Mar, Filmin KIDS, Animales salvajes, Juvenil KIDS, Naturaleza KIDS, Animales KIDS, Naturaleza, Directoras",2010.0, Serie completa ,"La serie documental SEAWAY es un viaje alrededor del mundo que invita a vivir la aventura de descubrir los fondos marinos más espectaculares queexisten y que destacan por sus valores medioambientales. Todos los capítulos han sido rodados en Reservas Naturales, Parques Marinos,Reservas de la Biosfera y zonas altamente protegidas con una importancia relevante en la conservación de la fauna y flora submarinas. Takeaway Films ha producido esta serie apostando por destinos atractivos que reflejan el espectáculo mágico y sorprendente de la vida marina. Lugares insólitos y lejanos que están considerados los mejores destinos de buceo del mundo.",Español,
391,SERIE,6.0,Vitaminix,Serie completa,https://static.filmin.es/images/media/14058/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/vitaminix,"DocumentalAnimación, Infantil",España,"Serie de animación, Selección Another Way, Educa y cine, Filmin KIDS, Educa y KIDS, Preescolar KIDS, Documental sobre Alimentación, Directoras, Series Infantiles",2012.0, Serie completa ,"Una serie de dibujos animados que enseña a los niños a comer sanamente y que se emite en 84 países. Víctor y Sofía, los protagonistas, utilizan anécdotas con animales para explicar el valor de los alimentos.",Español,
392,SERIE,4.4,Grandes Batallas de la Guerra Civil,1 Temporada,https://static.filmin.es/images/media/12468/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/grandes-batallas-de-la-guerra-civil,"Bélico, Documental",España,"The Filmin Times, Documental Bélico, Serie Documental, Fascismo, Lección de Historia, Historia de España, Franco, Guerra Civil Española, Franquismo, Directoras, Grandes Batallas, Series de época, Series Españolas",2012.0, 1 Temporada ,"En el años que conmemoramos el 75 Aniversario del final de la Guerra Civil Española (1939 - 2014), les presentamos la serie que aborda sus principales episodios bélicos. Es el año 1936... Europa vive un momento de gran conflictividad social y en plena convulsión política. España se convertiría entonces en el crisol de todos esos conflictos, dando paso a una guerra civil que marcó el final de una época y el comienzo de una nueva forma de hacer la guerra. Antesala de la IIª Guerra Mundial, la Guerra Civil Española sirvió a las grandes potencias como campo de pruebas de nuevos armamentos, estrategias y tácticas militares, que se emplearían después en la contienda mundial. Fue considerada la primera guerra moderna. La población civil padeció, por primera vez, la guerra en la retaguardia, con el bombardeo masivo de ciudades y pueblos. Nombres como Jarama, Belchite o La Batalla del Ebro permanecen aún hoy en la memoria colectiva dentro y fuera de España.",Español,
393,SERIE,7.0,Flamenco para tus ojos,Serie completa,https://static.filmin.es/images/media/15981/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/flamenco-para-tus-ojos,Conciertos y Óperas,España,"Serie Documental, Guitarra, Flamenco, Series Españolas",2013.0, Serie completa ,"Una completa panorámica del mundo flamenco y un recorrido por los distintos palos, estilos y leyendas del cante jondo. Todo eso y mucho más es Flamenco para tus ojos, una serie que aborda las CAPITALES DEL FLAMENCO, LOS PALOS DEL FLAMENCO Y LAS MUSICAS QUE EL FLAMENCO HA INSPIRADO, un género elegido en Noviembre del 2011, Patrimonio Inmaterial de la Humanidad.
Presentado por Diego El Cigala, el cantaor de mayor reconocimiento internacional, Flamenco para tus ojos es un documento fundamental para desvelar todos los misterios de un estilo universal.Con la presencia en la serie de Chick Corea, Antonio Fernandez “Fosforito”, Paquito d’Rivera, los patriarcas Ramon el Portugues, Manuel Morao y Juan Carmona y del recientemente fallecido Paco de Lucía, FLAMENCO PARA TUS OJOS contiene las actuaciones en directo de algunas de las leyendas, los maestros y los novísimos del flamenco.
El repertorio es variado: de la seguiriya al tango, pasando por los fandangos, la soleá o el folklore.
Flamenco para tus ojos presenta actuaciones en directo de artistas como Diego el Cigala, Raimundo Amador, Niño Miguel, Mariana de Cadiz, Diana Navarro, Josemi Carmona, Tomatito, Jorge Pardo, Pepe Habichuela, Jerry González, El Negri o Montse Cortés, Diego Carrasco.
Intervienen 35 artistas y 82 musicos. Una imagen de cine y un sonido en estado puro son los ingredientes que completan una obra marcada por la excelencia. Ha sido realizada por Alejandro Vallejo, dirigida musicalmente por Faustino Nuñez catedrático de Flamencología de la Universidad de Córdoba y producida por Joseluis Rupérez.Flamenco para tus ojos es un producto dirigido a un público tan amplio como el abanico de estilos y artistas que lo componen, desde los más jóvenes, identificados con el nuevo flamenco, al más adulto (copla) y racial (zarzuela, ópera flamenca). Una obra, en definitiva, esencial tanto para los amantes del flamenco como para quienes quieran sumergirse en la aventura de su descubrimiento.",Español,
394,SERIE,7.1,Música para tus ojos,Serie completa,https://static.filmin.es/images/media/16126/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/musica-para-tus-ojos,Conciertos y Óperas,España,"Música worldmusic, Jazz, Flamenco, Zarzuela, Wolfgang Amadeus Mozart, Giuseppe Verdi, Frédéric Chopin, Johannes Brahms, Serie Documental, Series Españolas",2010.0, Serie completa ,"Una serie programa musical de trece programas que tiene como protagonistas a algunos de los artistas del flamenco, el jazz, la zarzuela o la worldmusic mas populares de la música latina.",,
395,SERIE,8.8,Banner y Flappy,Serie completa,https://static.filmin.es/images/media/28429/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/banner-y-flappy,"Conciertos y ÓperasAnimación, Infantil",Japón,"Filmin KIDS, Infantil KIDS, Lo que tú veías, Animales KIDS, Cine Asiático, Anime, Basado en una Novela, Amistad, Parques y Bosques, Clásicos de Animación, Series Infantiles",1979.0, Serie completa ,"Colaboración entre la Nippon Animation y la televisión alemana basada en el cuento para niños 'Bannertail' de Ernest Thompson Seton. Un clásico de la animación infantil.

Un desafortunado incidente conduce a una pequeña ardilla hasta una granja, donde se la darán como comida a la gata. Pero la gata siente lástima por el animalito y le adopta como si fuera su hijo. Le llamará Banner. Pero su felicidad no durará demasiado. Un incendio arrasa la granja, y Banner se ve obligado a separarse de su ""madrastra"" en su huída al bosque. Allí conocerá a un búho real y se encontrará a más ardillas, entre las que se encuentra Flappy, de la que se enamorará y con la que vivirá muchas aventuras. ",Español,
396,SERIE,8.1,Balin,Serie completa,https://static.filmin.es/images/media/28131/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/balin,"Infantil, Animación",España,"Filmin KIDS, Infantil KIDS, Risas KIDS, Animales KIDS, Lo que tú veías, Animación Española, Animación Europea, Preescolar KIDS, Clásicos de Animación, Series Infantiles",1991.0, Serie completa ,"Internacionalmente aclamado personaje de tiras mudas, Balín es un pequeño, astuto y divertido ratoncito que vive en los desagües de la ciudad. En su recóndto submundo, consigue obtener todo lo necesario para vivir confortablemente ajeno al exterior, sorprendiéndonos con su infinita ingenuidad y simpatía.",Español,
397,SERIE,8.1,Eriko,Serie completa,https://static.filmin.es/images/media/27493/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/eriko,"Animación, Musical",Japón,"Anime, Orfandad, Momento Musical, Industria Discográfica, Filmin KIDS, Juvenil KIDS, Clásicos de Animación",1990.0, Serie completa ,"El mundo de los idols musicales y el J-Pop en este anime clásico de los 90 que sigue a Eriko, una joven con un don natural para la música que está decidida a triunfar.

Eriko es una joven con un don natural para la canción. Hija única de un famoso productor de música y una cantante, la muerte de sus padres supondrá un duro revés para la joven. Conseguir ser alguien en la música puede llegar a ser una odisea, sobre todo cuando tu tío (y única familia) es todo un déspota. ¿Podrá nuestra protagonista superar todas las barreras?","Español
Japonés",Español
398,SERIE,3.1,632: El futuro está en las calles,Serie completa,https://static.filmin.es/images/media/15061/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/632-el-futuro-esta-en-las-calles,"Thriller, Musical",España,"Película con Música, Violencia, Crimen y Delincuencia, Revolución y Denuncia, Hip Hop, Robos, Webserie, Corrupción política, Series Españolas",2015.0, Serie completa ,"No son malos chicos, pero la muerte accidental de alguien puede cambiar a cualquiera. Sexo, drogas, dinero y bandas enfrentadas, marcando cada esquina de la ciudad.
Un musical de rap sin pausas y provocador que no dejará a nadie indiferente. Un consejo para el espectador: No se encariñe con un personaje.",Español,
399,SERIE,2.9,Las 1001 novias,Serie completa,https://static.filmin.es/images/media/25421/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/las-1001-novias,"Comedia, Erótica",España,"1 Festival de Marbella, Otros 3 premios o nominaciones, Comedia Sexual, Comedia en Serie, Relaciones Sentimentales, Sexo, Existencialismo, Actor Director, Confesiones sobre Sexo, Documental Autobiográfico o Confesional, Series Españolas",2017.0, Serie completa ,"La trilogia “Las 1001 novias” es una suerte de terapia sentimental donde el director, agitando y manipulando emociones, logra atrapar con su cámara intimidades propias y de sus exnovias. Un relato cargado de autoficción donde el director juega con su vida amorosa y su vida creativa, que van por líneas paralelas. Visiones femeninas sobre el amor, el deseo, la maternidad o el paso del tiempo. Una serie de películas formadas por “Capturar”, humorística, “Alumbrar”, agridulce y “Cortar”, poética.",Español,
400,SERIE,4.0,La gran historia de la Guerra Civil Española,Serie completa,https://static.filmin.es/images/media/12620/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/la-gran-historia-de-la-guerra-civil-espanola,"Bélico, Documental",España,"Documental Bélico, The Filmin Times, Serie Documental, Dictaduras, Guerra Civil Española, Franco, Historia de España, Comunismo, Series de época, Series Españolas",2008.0, Serie completa ,"Una guerra a la que se sumaron naciones que, con su intervención, cambiaron no solo el destino de este país, sino también el orden internacional, en la antesala de la II Guerra Mundial.
La Guerra Civil Española fue la última guerra de ideales, donde españoles y extranjeros lucharon por imponer sus modelos políticos y sociales para los nuevos siglos.
Por primera vez, hombres de más de 20 nacionalidades vinieron a España a luchar por sus ideas. Fue el fin de una forma de hacer y sentir la guerra entre los pueblos y abrió una nueva concepción de las guerras modernas, donde la tecnología y las tácticas militares cambiaron definitivamente la forma de entender la guerra.
España resultó de vital interés para las potencias europeas a la hora de evaluar el rendimiento de nuevos armamentos y tácticas para la contienda mundial en ciernes…
España se convertía, pues, en un excelente campo de pruebas en el preámbulo de la II Guerra Mundial.
Lugares como Jarama, Guadalajara, Belchite o Ebro permanecen hoy en la memoria colectiva de españoles y extranjeros.
El 17 de julio de 1936 se levanta el telón: el mundo vuelve a ser un lugar hostil y peligroso para vivir…",Español,
401,SERIE,8.2,"Bésalo a él, no a mí",Serie completa,https://static.filmin.es/images/media/24107/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/besalo-a-el-no-a-mi,Animación,Japón,"Serie de animación, Anime, Infancia y Adolescencia, Amor Millennial, Comedia Romántica, Cine Asiático",2016.0, Serie completa ,"Cuenta la historia de una colegiala cuyas fantasías es emparejar a sus compañeros de clase.

Kae Serinuma es el claro ejemplo de lo que se conoce como “fujoshi”, ¡cada vez que ve a dos chicos llevarse bien, le encanta sumergirse en sus fantasías salvajes! Un día, su personaje favorito de un anime muere y el impacto la deprime tanto que llega a perder muchísimo peso. Tras ello, los cuatro chicos más guapos de su instituto le piden salir, pero eso a ella no le interesa en lo absoluto… ¡preferiría verlos salir entre ellos!",Japonés,Español
402,SERIE,6.3,Mussolini y yo,Serie completa,https://static.filmin.es/images/media/19524/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/mussolini-y-yo,"AnimaciónDrama, Clásicos",,"3 CableACE Awards, The Filmin Times, Clásicos, II Guerra Mundial, Fascismo, Lección de Historia, Series de época, Dictaduras, Mini Series",1985.0, Serie completa ,"Superproducción histórica protagonizada por Susan Sarandon, Anthony Hopkins y Bob Hoskins que retrataba la caída de Mussolini en la Segunda Guerra Mundial. La Segunda Guerra Mundial fue el conflicto más amargo del mundo. Para Mussolini, uno de los dictadores más notorios de Europa, eran tiempos difíciles, como lo demuestra el poderoso imperio que tanto conspiró, cuando se escapó de sus manos. Ya no puede confiar en sus amigos y colegas, sólo su esposa y su amante se mantienen fieles a Mussolini protegiéndolo de las intrigas que amenazan con destruirlo.",Español,
